timestamp,open,high,low,close,volume
2024-11-14 23:00:00,9.93e-05,9.959e-05,9.93e-05,9.956e-05,91042100.1
2024-11-14 23:01:00,9.945e-05,9.945e-05,9.916e-05,9.916e-05,111558380.04
2024-11-14 23:02:00,9.915e-05,9.917e-05,9.889e-05,9.895e-05,120579577.73
2024-11-14 23:03:00,9.89e-05,9.89e-05,9.858e-05,9.859e-05,151375263.43
2024-11-14 23:04:00,9.859e-05,9.887e-05,9.849e-05,9.886e-05,103925569.59
2024-11-14 23:05:00,9.885e-05,9.886e-05,9.847e-05,9.859e-05,57404383.68
2024-11-14 23:06:00,9.856e-05,9.858e-05,9.833e-05,9.833e-05,122420314.87
2024-11-14 23:07:00,9.831e-05,9.837e-05,9.815e-05,9.837e-05,93690537.64
2024-11-14 23:08:00,9.839e-05,9.858e-05,9.824e-05,9.824e-05,50849566.76
2024-11-14 23:09:00,9.83e-05,9.846e-05,9.795e-05,9.795e-05,111936440.62
2024-11-14 23:10:00,9.804e-05,9.806e-05,9.754e-05,9.754e-05,225002878.84
2024-11-14 23:11:00,9.755e-05,9.765e-05,9.745e-05,9.747e-05,107603609.76
2024-11-14 23:12:00,9.754e-05,9.765e-05,9.747e-05,9.751e-05,113146347.24
2024-11-14 23:13:00,9.746e-05,9.747e-05,9.718e-05,9.732e-05,258746786.06
2024-11-14 23:14:00,9.723e-05,9.724e-05,9.698e-05,9.706e-05,225887389.27
2024-11-14 23:15:00,9.705e-05,9.75e-05,9.705e-05,9.749e-05,102594077.2
2024-11-14 23:16:00,9.749e-05,9.784e-05,9.744e-05,9.779e-05,287042411.23
2024-11-14 23:17:00,9.777e-05,9.857e-05,9.769e-05,9.855e-05,703912938.52
2024-11-14 23:18:00,9.855e-05,9.87e-05,9.828e-05,9.837e-05,557387336.23
2024-11-14 23:19:00,9.84e-05,9.887e-05,9.84e-05,9.86e-05,498783739.42
2024-11-14 23:20:00,9.859e-05,9.95e-05,9.857e-05,9.941e-05,134733667.08
2024-11-14 23:21:00,9.93e-05,9.93e-05,9.887e-05,9.891e-05,132034165.5
2024-11-14 23:22:00,9.891e-05,9.891e-05,9.853e-05,9.856e-05,69744041.83
2024-11-14 23:23:00,9.854e-05,9.859e-05,9.832e-05,9.835e-05,45218487.76
2024-11-14 23:24:00,9.831e-05,9.833e-05,9.789e-05,9.789e-05,91188011.6
2024-11-14 23:25:00,9.789e-05,9.802e-05,9.76e-05,9.76e-05,233213663.83
2024-11-14 23:26:00,9.757e-05,9.757e-05,9.714e-05,9.744e-05,219075094.62
2024-11-14 23:27:00,9.749e-05,9.773e-05,9.731e-05,9.742e-05,208116553.38
2024-11-14 23:28:00,9.743e-05,9.762e-05,9.722e-05,9.757e-05,217504232.53
2024-11-14 23:29:00,9.759e-05,9.802e-05,9.752e-05,9.801e-05,111207731.91
2024-11-14 23:30:00,9.793e-05,9.804e-05,9.745e-05,9.748e-05,189540928.06
2024-11-14 23:31:00,9.75e-05,9.755e-05,9.732e-05,9.735e-05,286523683.59
2024-11-14 23:32:00,9.732e-05,9.734e-05,9.67e-05,9.67e-05,321175770.83
2024-11-14 23:33:00,9.671e-05,9.69e-05,9.666e-05,9.684e-05,155144064.32
2024-11-14 23:34:00,9.681e-05,9.685e-05,9.653e-05,9.665e-05,276691412.54
2024-11-14 23:35:00,9.669e-05,9.675e-05,9.64e-05,9.643e-05,141348736.69
2024-11-14 23:36:00,9.644e-05,9.68e-05,9.638e-05,9.66e-05,127749960.77
2024-11-14 23:37:00,9.648e-05,9.664e-05,9.62e-05,9.661e-05,162080236.0
2024-11-14 23:38:00,9.668e-05,9.683e-05,9.637e-05,9.645e-05,120807511.29
2024-11-14 23:39:00,9.647e-05,9.648e-05,9.61e-05,9.61e-05,132407659.36
2024-11-14 23:40:00,9.613e-05,9.619e-05,9.6e-05,9.608e-05,224271671.2
2024-11-14 23:41:00,9.607e-05,9.657e-05,9.607e-05,9.65e-05,152554684.28
2024-11-14 23:42:00,9.656e-05,9.682e-05,9.63e-05,9.681e-05,175734776.89
2024-11-14 23:43:00,9.686e-05,9.718e-05,9.673e-05,9.718e-05,172234933.77
2024-11-14 23:44:00,9.72e-05,9.738e-05,9.718e-05,9.729e-05,190897526.48
2024-11-14 23:45:00,9.731e-05,9.76e-05,9.702e-05,9.702e-05,160793368.87
2024-11-14 23:46:00,9.702e-05,9.711e-05,9.682e-05,9.702e-05,291403061.23
2024-11-14 23:47:00,9.702e-05,9.721e-05,9.682e-05,9.721e-05,198431890.1
2024-11-14 23:48:00,9.723e-05,9.73e-05,9.701e-05,9.703e-05,63167801.12
2024-11-14 23:49:00,9.705e-05,9.729e-05,9.705e-05,9.729e-05,11008233.31
2024-11-14 23:50:00,9.73e-05,9.74e-05,9.708e-05,9.74e-05,50147987.96
